OBJETO DE CONHECIMENTO;BIMESTRE
COMPREENS√O EM LEITURA: LEITURA, COM A AJUDA DOS COLEGAS E DO PROFESSOR OU COM CERTA AUTONOMIA, DE LISTAS, AGENDAS, CALEND¡RIOS, AVISOS, CONVITES, RECEITAS DENTRE OUTROS GÍNEROS TEXTUAIS DO CVC (DIGITAIS OU IMPRESSOS. (A/C);5
COMPREENS√O EM LEITURA:ESTRAT…GIAS DE LEITURA - ANTECIPA«ıES E PREVISıES COM BASE NAS PISTAS TEXTUAIS, CONFIRMA«√O E VERIFICA«√O DAS PREVISıES DURANTE A LEITURA, RECONSTRU«√O DURANTE A LEITURA DA SITUA«√O SOCIOCOMUNICATIVA (GÍNERO, FUN«√O ...) (A/C);5
COMPREENS√O EM LEITURA: LEITURA/ESCUTA DE GÍNEROS COMO: CARTAZES, AVISOS, FOLHETOS, REGRAS E REGULAMENTOS DENTRE OUTROS DO CVP. (A/C);5
COMPREENS√O EM LEITURA: ESTRAT…GIAS DE LEITURA - RECONSTRU«√O DURANTE A LEITURA DA SITUA«√O SOCIOCOMUNICATIVA (GÍNERO, FINALIDADE/FUN«√O, ESFERA DE CIRCULA«√O). (A/C);5
COMPREENS√O EM LEITURA: PREVIS√O DE INFORMA«ıES ESCRITAS NO TEXTO PELA AN¡LISE DE ELEMENTOS VERBAIS E N√O VERBAIS COMO IMAGENS, LOGOS, TÕTULOS CONHECIDOS, ETC. (A/C);5
COMPREENS√O EM LEITURA QUANTO ¿S CARACTERÕSTICAS DE CADA UM DOS GÍNEROS DO CVC: LEITURA COM CERTA AUTONOMIA DE CANTIGAS E LETRAS DE CAN«√O DENTRE OUTROS GÍNEROS DO CAMPO DA VIDA COTIDIANA. (I/A/C);5
COMPREENS√O EM LEITURA QUANTO ¿S CARACTERÕSTICAS DE CADA UM DOS GÍNEROS DO CVC: ESTRAT…GIAS DE LEITURA - ANTECIPA«ıES DAS HIP”TESES COM VERIFICA«√O, COM BASE NAS CARACTERÕSTICAS DE CADA GÍNERO (ORGANIZA«√O INTERNA, MARCAS LINGUÕSTICAS... (I/A/C);5
ESTRAT…GIAS DE LEITURA: LEITURA E ESCUTA DE TEXTOS, EM COLABORA«√O COM O PROFESSOR E COM OS COLEGAS, DE DIVERSOS GÍNEROS DE TCA NACIONAIS, REGIONAIS E LOCAIS. (A);5
ESTRAT…GIAS DE LEITURA: LEVANTAMENTO DO CONHECIME NTO PR…VIO SOBRE O ASSUNTO DO TEXTO, ANTECIPA«√O DE IDEIAS, SENTIDOS E TEMAS A PARTIR DO SUPORTE E DA FORMATA«√O DO GÍNERO, PREVISıES DE TEMAS, IDEIAS E SENTIDOS A PARTIR DA RECONSTRU«√O... (A);5
ESTRAT…GIAS DE LEITURA: VERIFICA«√O E CONFIRMA«√O OU N√O DAS INFERÍNCIAS E ANTECIPA«ıES FEITAS DURANTE A LEITURA, COM A AJUDA DO PROFESSOR. (A);5
FORMA«√O DO LEITOR LITER¡RIO/LEITURA MULTISSEMI”TICA: LEITURA COM A AJUDA DO PROFESSOR E DOS COLEGAS DE TEXTOS MULTISSEMI”TICOS MAIS CURTOS E MENOS COMPLEXOS DA LITERATURA LOCAL E REGIONAL. (A);5
DECODIFICA«√O/FLUÍNCIA DE LEITURA: LEITURA/ESCUTA COLETIVA DE PALAVRAS USADAS COM FREQUÍNCIA E/OU TEXTOS CONHECIDOS - CANTIGAS E POEMAS LOCAIS, REGIONAIS E NACIONAIS, LETRAS DE M˙SICAS INFANTIS ENTRE OUTROS. (A/C);6
DECODIFICA«√O/FLUÍNCIA DE LEITURA: LEITURA GLOBAL DE TEXTOS MEMORIZADOS EM SITUA«ıES SIGNIFICATIVAS DE USO DA LÕNGUA ORAL E ESCRITA (RELA«√O DE ALUNOS DA TURMA, NOMES DE R”TULOS E PRODUTOS COMERCIAIS, RELA«√O DE BRINQUEDOS E BRINCADEIRAS... (A/C);6
FORMA«√O DE LEITOR - PROCEDIMENTOS DE LEITURA:DEFINI«√O DOS OBJETIVOS DE LEITURA E SELE«√O DE TEXTOS CONFORME AS NECESSIDADES E INTERESSES. (C);6
FORMA«√O DE LEITOR - PROCEDIMENTOS DE LEITURA: LEITURA COMPARTILHADA, COM ESTRAT…GIAS DE LEITURA (ANTECIPA«ıES, PREVISıES E CONFIRMA«ıES DA TEM¡TICA E DO ENREDO, COM BASE NAS MARCAS TEXTUAIS: TÕTULO, ILUSTRA«ıES, CONTEXTO DE PRODU«√O E ... (C);6
APRECIA«√O EST…TICA/ESTILO: ESCUTA/LEITURA DE POEMAS E OUTROS TEXTOS VERSIFICADOS COM DIFERENTES ESTRUTURAS (CANTIGAS REGIONAIS, M˙SICAS E MODINHAS, PARLENDAS, TOADAS, ACALANTOS, BRINCOS, CANTOS DA FLORESTA E OUTROS GÍNEROS REGIONAIS) ... (A/C);6
FORMA«√O DO LEITOR LITER¡RIO: LEITURA COMPARTILHADA E AUT‘NOMA DE CONTOS (DE FADAS, ASSOMBRA«√O, ACUMULA«√O, POPULARES, ETC.), LENDAS (INDÕGENAS, AFRICANAS, BRASILEIRAS, ETC.), F¡BULAS, POESIAS E OUTROS GÍNEROS DO CAMPO ARTÕSTICO-LITER¡RIO... (I/A/C);6
ESTRAT…GIA DE LEITURA: LEITURA E ESCUTA DE TEXTOS,EM COLABORA«√O COM O PROFESSOR E COM OS COLEGAS, DE DIVERSOS GÍNEROS DE TCA NACIONAIS, REGIONAIS E LOCAIS. (A);6
ESTRAT…GIA DE LEITURA: ESTRAT…GIAS DE LEITURA - LEVANTAMENTO DO CONHECIMENTO PR…VIO SOBRE O ASSUNTO DO TEXTO.  ANTECIPA«√O DE IDEIAS, SENTIDOS E TEMAS A PARTIR DO SUPORTE E DA FORMATA«√O DO GÍNERO.  PREVISıES DE TEMAS, IDEIAS E SENTIDOS A PARTIR ...(A);6
ESTRAT…GIA DE LEITURA: INFERÍNCIAS DE INFORMA«ıES IMPLÕCITAS E EXPLÕCITAS, A PARTIR DAS RELA«ıES ENTRE OS CONHECIMENTOS PR…VIOS E AS MARCAS TEXTUAIS (TÕTULO, ÕNDICE, CAPA, IMAGENS, ENTRE OUTRAS). (A);6
ESTRAT…GIA DE LEITURA: VERIFICA«√O E CONFIRMA«√O OU N√O DAS INFERÍNCIAS E ANTECIPA«ıES FEITAS DURANTE A LEITURA, COM A AJUDA DO PROFESSOR. (A);6
